years hunting,years hunted last 5,antlered harvest,antlerless harvest,land,land fee,trail cameras,hunt other states,which other state,archery bear,I hunt with the goal of harvesting an antlered deer only.,I do not care if I harvest an antlered or antlerless deer  as long as I get a deer.,archery hunt,archery wmu,archery days,archery antlered harvest,archery antlerless harvest,archery land,archery weapon,archery hunting camp,archery portable treestand,archery permanent treestand,archery urine lure,archery live in wmu,archery miles travelled,hunt opening day,firearm wmu,firearm antlered harvest,firearm antlerless harvest,days scouting,firearm land,Muzzleloader days,archery flintlock days,1st monday,1st tuesday,1st wednesday,1st thursday,1st friday,1st saturday,2nd monday,2nd tuesday,2nd wednesday,2nd thursday,2nd friday,2nd saturday,firearm hunting camp,firearm portable treestand,firearm permanent treestand,firearm urine lure,deer drive,firearm live in wmu,firearm miles travelled,age began,education,current home,start home,mentor,health,archery num,Base Hunting License,Resident Archery,Resident Muzzleloader,Non-resident Archery,Non-resident Muzzleloader,No. Antls Licenses - Resident,No. Antls Licenses - Resident Landowner,No. Antls Licenses for Special Regulations - Resident,No. Antls Licenses - Resident Military,No. Antls Licenses - Resident Disabled Vet,Priv 605,Priv 606,No. Antls Licenses - Non-resident,No. Antls Licenses - Non-resident Landowner,No. DMAP Permits - Resident,No. DMAP Permits - Non-resident,No. DMAP Permit - Resident,No. DMAP Permit - Non-resident
10,4,No,0,public,No,0,No,,No,,Strongly Agree,No,,,,,,,,,,,,,No,2C,No,0,0,public,0,0,,,,Thursday,Friday,,Monday,Tuesday,,,,,No,No,No,No,No,No,12,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
16,5,Yes,1,private,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,2C,Yes,1,0,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,Yes,Yes,2,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
32,5,No,0,both,,0,No,,No,Agree,Disagree,Yes,2B,6-10 days,No,0,private,vertical bow.,No,Yes,No,No,Yes,5,Yes,2C,No,0,1,private,0,2,,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,5,12,College graduate,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,,,,,,,,,,,,,
10,5,No,0,private,No,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,2,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,Yes,No,No,No,0,12,College graduate,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Non-Resident Adult,,,,,,,,,,,,,,,,,
18,5,No,0,both,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2C,No,0,0,private,0,3,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,2,38,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
30,5,No,0,both,No,0,Yes,CO,No,Agree,Disagree,Yes,2C,3-5 days,,0,both,vertical bow.,Yes,No,No,Yes,No,300,No,2C,Yes,0,2,both,0,0,,,,,,,,,Wednesday,Thursday,Friday,Saturday,Yes,No,No,Yes,No,No,300,13,College graduate,City,,Parent or Grandparent,Excellent (no health problems or injuries),4,Non-Resident Adult,,,Yes,,,,,,,,,,,,,,
35,5,Yes,0,both,No,12,No,,Yes,Neither Agree nor Disagree,Strongly Agree,Yes,2B,More than 15 days,Yes,0,private,both,No,No,Yes,No,Yes,3,No,2C,No,0,2,both,2,2,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,No,80,14,Some college/vocational training,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Adult,Yes,Yes,,,1,,3,,,,,,,,,,
70,5,Yes,1,both,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,2C,Yes,1,0,private,2,7,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,No,No,Yes,0,12,High school or less,Rural town/village,County/rural,Friend,Good (minor health problems or injuries),,Resident Senior,,,,,1,,1,,,,,,,,,,
23,4,No,0,public,No,0,No,,No,Strongly Disagree,Strongly Agree,Yes,2C,More than 15 days,No,0,public,crossbow,No,Yes,No,Yes,Yes,15,No,2C,No,0,25,public,0,0,,Tuesday,Wednesday,Thursday,Friday,,,Tuesday,Wednesday,Thursday,Friday,,No,Yes,No,No,No,Yes,15,12,College graduate,Rural town/village,Rural town/village,Relative,Excellent (no health problems or injuries),20,Resident Adult,Yes,,,,2,,,,,,,,,,,,
35,5,Yes,1,both,Yes,1,No,,No,Agree,Neither Agree nor Disagree,Yes,2C,More than 15 days,Yes,1,private,vertical bow.,No,Yes,Yes,Yes,Yes,7,No,2C,No,0,4,private,0,15,,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,No,No,Yes,Yes,No,Yes,7,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
43,5,No,0,both,No,1,No,,No,Agree,Disagree,Yes,2C,11-15 days,No,0,both,vertical bow.,No,Yes,No,No,Yes,1,Yes,2C,No,0,0,both,0,3,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,No,No,Yes,1,12,Some college/vocational training,Rural town/village,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),13,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
50,5,Yes,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2C,Yes,8,5,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,,,No,Yes,No,No,No,No,55,12,Some college/vocational training,Suburban,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,,,,,,,,,,,,,
39,5,No,0,both,No,0,No,,No,Disagree,Strongly Agree,Yes,2C,3-5 days,No,0,private,both,No,No,Yes,No,Yes,1,Yes,2C,No,0,2,both,0,3,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,10,16,College graduate,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
50,5,No,1,both,No,2,No,,No,,Strongly Agree,Yes,2C,More than 15 days,No,0,private,vertical bow.,No,Yes,No,Yes,Yes,10,Yes,2C,No,1,7,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,No,No,No,Yes,10,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
1,1,No,0,public,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,No,2C,No,0,1,public,0,0,,,,Thursday,Friday,Saturday,Monday,Tuesday,,,,,No,No,No,No,No,No,80,34,College graduate,Suburban,Suburban,No one,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
4,3,No,2,private,No,5,No,,No,Neither Agree nor Disagree,Strongly Agree,Yes,2C,6-10 days,No,1,private,crossbow,Yes,Yes,No,No,No,52,No,2C,No,0,3,private,0,0,,Tuesday,Wednesday,,,,,Tuesday,Wednesday,,Friday,Saturday,Yes,Yes,No,No,Yes,No,52,25,College graduate,Suburban,County/rural,Friend,Excellent (no health problems or injuries),8,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
20,5,No,2,private,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,Yes,2C,No,2,2,private,0,0,,,,,Friday,Saturday,,,,,,,No,Yes,No,No,No,No,30,16,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
50,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,,2C,No,0,0,both,0,0,Monday,Tuesday,Wednesday,,,,Monday,,,,Friday,Saturday,No,No,No,No,No,No,160,18,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
12,5,No,0,private,No,0,No,,No,Strongly Disagree,Agree,No,,,,,,,,,,,,,No,2C,No,0,0,private,2,0,,,,,Friday,Saturday,,,,,,,No,No,Yes,Yes,No,No,35,31,High school or less,Rural town/village,Rural town/village,Other adult,Excellent (no health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
20,5,No,0,public,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,No,2C,No,10,0,public,0,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,20,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,1,,1,,,,,,,,,,
31,5,No,1,both,No,1,No,,Yes,Strongly Agree,Strongly Disagree,Yes,2C,More than 15 days,No,0,private,crossbow,No,Yes,Yes,Yes,Yes,7,Yes,2C,No,1,10,private,0,0,Monday,,,Thursday,,,,,,,,,No,No,No,No,No,Yes,0,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Adult,Yes,,,,1,,,,,,,,,,,,
10,5,No,0,both,No,2,No,,No,,Agree,Yes,2C,11-15 days,No,0,private,both,No,Yes,Yes,Yes,,20,Yes,2C,No,0,10,public,1,3,Monday,,Wednesday,,,Saturday,,,,Thursday,,Saturday,No,Yes,Yes,No,Yes,Yes,25,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
20,5,No,0,both,No,0,No,,Yes,Strongly Disagree,Strongly Agree,Yes,2C,6-10 days,No,0,both,vertical bow.,No,Yes,Yes,No,Yes,5,Yes,2C,No,0,3,both,0,3,Monday,,,,Friday,Saturday,,,,,,Saturday,Yes,No,No,No,,Yes,5,12,College graduate,Suburban,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
,3,No,0,both,No,0,Yes,OH,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,2C,11-15 days,No,0,both,crossbow,No,Yes,No,No,Yes,5,Yes,2C,No,0,4,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,No,Yes,No,No,No,Yes,5,15,High school or less,Rural town/village,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),13,Non-Resident Adult,,,,,,,,,,,,,,,,,
20,4,No,0,private,No,1,No,,No,,Strongly Agree,Yes,2C,11-15 days,No,0,private,crossbow,No,No,Yes,Yes,Yes,5,Yes,2C,No,0,15,private,,10,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,6,12,College graduate,City,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,,,,1,,,,,,,,,,,,
3,3,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,No,2C,No,0,0,both,0,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,40,14,High school or less,City,City,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,2,,,,,,,,,,,,
56,5,No,1,private,No,1,No,,No,Disagree,Agree,Yes,2B,11-15 days,No,1,private,vertical bow.,No,No,Yes,Yes,No,6,Yes,2C,No,0,0,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,Friday,Saturday,No,Yes,No,Yes,No,Yes,0,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Senior,,,,,1,,,,,,,,,,,,
50,5,No,0,private,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2C,No,0,15,private,0,0,Monday,Tuesday,,,,Saturday,Monday,Tuesday,,,,Saturday,No,No,No,No,Yes,Yes,3,14,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
20,5,No,0,both,No,0,No,,No,Agree,Agree,Yes,2C,11-15 days,No,0,both,both,No,Yes,No,No,Yes,10,Yes,2C,No,0,5,both,0,12,Monday,Tuesday,,Thursday,,,Monday,Tuesday,Wednesday,,Friday,Saturday,No,No,No,No,No,Yes,10,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
24,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2C,No,0,4,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,Yes,Yes,No,No,No,No,70,16,High school or less,Suburban,Suburban,Friend,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
45,5,No,0,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,2C,No,0,5,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,,Friday,Saturday,No,No,No,No,Yes,Yes,1,,,,,,,,Resident Adult,,,,,1,,,,,,,,,,,,
8,2,No,0,private,No,0,No,,No,Strongly Disagree,Strongly Agree,Yes,2C,3-5 days,No,0,private,vertical bow.,No,No,Yes,Yes,Yes,15,Yes,2C,No,0,3,private,0,2,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,Yes,No,Yes,15,13,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
10,5,No,0,both,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,2C,No,0,0,both,0,0,Monday,,,,Friday,Saturday,,,,Thursday,Friday,Saturday,No,No,No,No,No,Yes,15,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,1,,,,,,,,,,,,
7,5,Yes,0,private,No,2,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,Yes,2C,Yes,0,0,private,0,0,Monday,,,,,,,,,,,,Yes,No,Yes,No,No,No,30,11,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
6,4,Yes,1,both,No,1,No,,No,Disagree,Strongly Agree,Yes,2C,3-5 days,Yes,1,private,both,Yes,Yes,Yes,No,No,100,Yes,2C,Yes,0,1,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,Yes,Yes,Yes,Yes,No,No,100,18,College graduate,Suburban,County/rural,No one,Excellent (no health problems or injuries),4,Resident Adult,,,,,,,,,,,,,,,,,
28,5,No,0,private,No,0,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,2,private,0,5,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,Yes,Yes,15,12,College graduate,Suburban,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,Yes,,,,,,,,,,,,,,,
11,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,Yes,2C,6-10 days,No,0,private,crossbow,No,Yes,Yes,Yes,Yes,10,Yes,2C,No,0,10,private,0,5,Monday,,,,Friday,Saturday,,,Wednesday,,Friday,Saturday,No,No,Yes,No,Yes,Yes,10,11,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),8,Resident Adult,Yes,,,,,,,,,,,,,,,,
7,3,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,0,private,0,0,Monday,,,,,,,,,,,,No,No,Yes,No,No,No,1,10,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,1,,1,,,,,,,,,,
3,3,No,0,both,No,1,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,0,both,0,0,Monday,,,,Friday,Saturday,,Tuesday,,,,Saturday,No,No,No,No,Yes,No,2,12,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Junior,,,,,,,,,,,,,,,,,
9,5,No,0,private,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,No,2C,No,0,2,private,0,0,,,,,Friday,Saturday,,,,,Friday,Saturday,No,No,Yes,Yes,No,Yes,0,17,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
51,5,Yes,1,public,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,Yes,2C,6-10 days,Yes,0,public,crossbow,No,No,No,No,Yes,10,Yes,2C,Yes,1,6,public,0,0,Monday,Tuesday,,,,Saturday,Monday,,,,,Saturday,No,No,No,No,No,Yes,10,12,,Rural town/village,Rural town/village,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
44,5,No,0,private,No,0,No,,No,Strongly Disagree,Agree,No,,,,,,,,,,,,,Yes,2C,No,0,0,private,,,Monday,Tuesday,,,,Saturday,,,,,,,Yes,Yes,No,,Yes,No,150,12,High school or less,Suburban,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
49,5,No,0,,No,0,No,,No,Strongly Agree,,No,,,,,,,,,,,,,Yes,2C,No,0,3,private,,,Monday,Tuesday,Wednesday,,Friday,Saturday,Monday,Tuesday,Wednesday,,Friday,Saturday,No,No,No,Yes,No,Yes,4,15,College graduate,,County/rural,Friend,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
35,5,No,0,private,No,0,No,,No,Agree,,No,,,,,,,,,,,,,Yes,2C,No,0,21,both,0,0,Monday,,,,,Saturday,,,,,,Saturday,,Yes,,,,Yes,25,18,Some college/vocational training,City,City,Friend,Good (minor health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
24,5,No,0,private,No,0,No,,No,Strongly Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,2C,No,0,5,private,0,0,,,,Thursday,Friday,Saturday,,,,,,,No,No,No,No,No,No,170,12,College graduate,Suburban,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Non-Resident Adult,,,,,,,,,,,,,,,,,
4,4,No,1,private,No,2,No,,No,Agree,Neither Agree nor Disagree,Yes,2C,3-5 days,No,0,private,crossbow,No,No,Yes,No,Yes,1,Yes,2C,No,1,0,private,0,0,Monday,,,,,,,,,,,Saturday,No,No,Yes,No,No,Yes,1,11,,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Junior,,,,,1,,,,,,,,,,,,
2,2,No,1,both,No,0,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,1,both,0,0,Monday,,,,,Saturday,,,,,,Saturday,Yes,No,No,No,No,No,25,12,,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Junior,,,,,2,,,,,,,,,,,,
8,4,No,1,private,No,0,No,,No,,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,2C,No,1,,private,0,0,,,,,Friday,Saturday,,,,,Friday,Saturday,No,Yes,Yes,No,Yes,Yes,5,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
2,2,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,0,both,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,Wednesday,,,Saturday,No,No,No,No,No,Yes,10,40,Some college/vocational training,Rural town/village,Rural town/village,Relative,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
50,5,No,1,private,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2C,No,1,0,private,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,Yes,Yes,No,No,Yes,25,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
10,5,No,0,both,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,2C,No,0,5,both,0,0,Monday,,,,,Saturday,,Tuesday,,,Friday,Saturday,No,No,No,No,No,Yes,8,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
4,4,Yes,1,private,No,1,No,,No,Agree,Agree,Yes,2C,3-5 days,No,0,private,vertical bow.,,Yes,,,,10,Yes,2C,Yes,1,5,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,Yes,,,,Yes,15,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Junior,,,,,,,,,,,,,,,,,
42,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Disagree,Yes,2C,1-2 days,No,0,public,both,No,No,No,No,Yes,4,Yes,2C,No,0,4,public,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,4,13,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),2,Resident Adult,Yes,,,,1,,,,,,,,,,,,
47,5,No,0,private,No,2,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,2C,Yes,0,0,private,0,0,Monday,,,,,,,,,,,,No,No,Yes,Yes,No,Yes,2,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
50,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,2C,No,0,5,private,0,0,Monday,,,,,,,,,,,Saturday,No,No,No,Yes,Yes,No,25,12,High school or less,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,,,1,,,,,,,,,,
53,5,No,0,private,No,1,No,,No,Disagree,Agree,Yes,2C,6-10 days,No,0,private,crossbow,No,Yes,Yes,No,Yes,1,Yes,2C,,0,0,private,0,3,Monday,,Wednesday,,,Saturday,Monday,,,,,Saturday,No,Yes,No,No,No,Yes,1,12,High school or less,Country/rural,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,1,,1,,,,,,,,,,
55,5,Yes,1,private,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,2C,No,1,0,private,0,0,Monday,,Wednesday,,Friday,Saturday,,,,,Friday,Saturday,No,No,No,No,Yes,Yes,15,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
36,5,No,0,both,No,0,No,,No,Disagree,Agree,Yes,2C,6-10 days,No,0,both,vertical bow.,No,Yes,No,No,Yes,15,Yes,2C,No,0,5,both,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,15,12,College graduate,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,1,,,,,,,,,,
5,2,No,0,private,No,4,No,,No,Neither Agree nor Disagree,Agree,Yes,2C,6-10 days,No,0,private,crossbow,No,No,Yes,No,Yes,3,Yes,2C,No,2,5,private,0,0,Monday,Tuesday,,,Friday,Saturday,,,,,Friday,Saturday,No,No,Yes,No,Yes,Yes,3,8,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Junior,,,,,1,,,,,,,,,,,,
62,5,No,0,both,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,0,private,0,5,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,Tuesday,Wednesday,,,Saturday,No,No,No,No,No,Yes,0,15,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
50,5,No,0,both,No,0,No,,No,Strongly Agree,,No,,,,,,,,,,,,,Yes,2C,No,0,0,both,,,Monday,,,,,,,,,,,Saturday,No,No,No,No,No,Yes,5,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,,,,,,,,,,,,,
9,5,Yes,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,2C,Yes,0,0,private,0,0,Monday,,,,Friday,Saturday,,,,,Friday,Saturday,No,No,Yes,No,No,Yes,2,16,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
,5,No,0,both,No,0,Yes,OH,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,0,both,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,15,14,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
52,5,No,0,private,No,0,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,Yes,2C,No,0,5,private,0,6,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,,Friday,Saturday,No,No,Yes,No,No,Yes,1,14,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,,,,,,,,,,,,,
